Date,Open,High,Low,Close,Volume,Adj Close
2016-11-02,85.160004,85.239998,84.82,84.919998,19520000,84.919998
2016-11-01,85.68,85.68,84.970001,85.300003,26184000,85.300003
2016-10-31,86.260002,86.309998,85.93,86.019997,21174600,86.019997
2016-10-28,86.599998,86.660004,86.209999,86.279999,19745600,86.279999
2016-10-27,87.089996,87.129997,86.550003,86.699997,19333100,86.699997
2016-10-26,87.150002,87.349998,86.989998,87.019997,13813300,87.019997
2016-10-25,87.330002,87.419998,87.230003,87.370003,6906500,87.370003
2016-10-24,87.480003,87.559998,87.279999,87.419998,7200800,87.419998
2016-10-21,87.18,87.449997,87.07,87.370003,8332900,87.370003
2016-10-20,87.339996,87.410004,87.18,87.349998,12558000,87.349998
2016-10-19,87.160004,87.389999,87.139999,87.339996,9874300,87.339996
2016-10-18,87.050003,87.120003,86.82,87.089996,8404600,87.089996
2016-10-17,86.839996,86.989998,86.709999,86.739998,7790000,86.739998
2016-10-14,86.910004,86.980003,86.739998,86.860001,6766300,86.860001
2016-10-13,86.610001,86.769997,86.43,86.660004,10614800,86.660004
2016-10-12,86.870003,87.029999,86.730003,86.879997,7915300,86.879997
2016-10-11,87.269997,87.279999,86.769997,86.910004,8855400,86.910004
2016-10-10,87.209999,87.50,87.150002,87.400002,4182300,87.400002
2016-10-07,86.989998,87.190002,86.739998,87.150002,10824200,87.150002
2016-10-06,86.970001,86.989998,86.730003,86.949997,9455200,86.949997
2016-10-05,86.970001,86.989998,86.760002,86.900002,9424500,86.900002
2016-10-04,86.940002,87.00,86.559998,86.669998,11057500,86.669998
2016-10-03,86.82,86.910004,86.650002,86.82,10708800,86.82
2016-09-30,87.00,87.290001,86.980003,87.260002,12158000,86.874002
2016-09-29,87.169998,87.190002,86.559998,86.879997,13425800,86.495678
2016-09-28,86.779999,87.230003,86.470001,87.209999,11149300,86.824221
2016-09-27,86.260002,86.639999,86.129997,86.629997,8516500,86.246784
2016-09-26,86.57,86.68,86.309998,86.379997,6590500,85.99789
2016-09-23,86.800003,86.970001,86.699997,86.760002,13122600,86.376214
2016-09-22,86.860001,87.129997,86.709999,86.860001,11813600,86.47577
2016-09-21,85.910004,86.620003,85.879997,86.57,17484300,86.187052
2016-09-20,86.00,86.099998,85.720001,85.860001,8705600,85.480194
2016-09-19,85.970001,86.07,85.82,85.959999,9855500,85.57975
2016-09-16,85.779999,85.93,85.580002,85.910004,8396600,85.529976
2016-09-15,85.50,85.93,85.440002,85.889999,9964800,85.51006
2016-09-14,85.529999,85.809998,85.290001,85.389999,14257700,85.012272
2016-09-13,85.860001,85.970001,85.269997,85.410004,21907200,85.032187
2016-09-12,85.599998,86.230003,85.550003,86.07,17718300,85.689264
2016-09-09,86.349998,86.559998,85.739998,85.769997,25087600,85.390588
2016-09-08,86.769997,86.82,86.589996,86.599998,8430700,86.216918
2016-09-07,86.949997,87.010002,86.699997,86.760002,8245100,86.376214
2016-09-06,86.870003,87.010002,86.849998,87.00,12662000,86.61515
